answer,solution,label,problem
x=-1,"Use distributive property to both sides of the equations, and then simplify to $2x = -2$, then $x = -1$.",Alg39,Solve $4(x+4)=24+3(2x-2)$.
5 Robins.,"Define x as the number of robins, and define y as the number of cardinals, then set up system of equations. 
             $x + y = 20$
             , $y = 3x$
            Use substitution method to solve, $x + 3x = 20$, $x = 5$.




\section*{Functions and Applications}",Alg40,"Three times as many robins as cardinals visited a bird feeder.  If a total of 20 robins and cardinals
              visited the feeder, write a system of equations to represent the situation and solve how many were robins?"
D,"With the parent function as the absolute value function, we can see that the +1 causes a one unit translation up and the x-3 causes a 3 unit translation right. Because there is a negative sign in front of the absolute value there is also a reflection over the x axis",Alg2-2,"Describe all the transformations of the function: $f(x)=-|x-3|+1$
\begin{align*}
\text{A)}\ & \text{Translated 3 units left, 1 unit up and reflected over the x-axis} \\
\text{B)}\ &  \text{Translated 1 unit right, 3 units down and reflected over the x-axis}\\
\text{C)}\ &  \text{Translated 3 units right and 1 unit up and reflected over the y-axis}\\
\text{D)}\ & \text{Translated 3 units right and 1 unit up and reflected over the x-axis}\\
\end{align*}"
C,Since our discriminant is negative there must be imaginary roots and two solutions.,Alg2-3,"If the value of the discriminant for the function $f(x)=2x^2-5x+6$ is equal to -23, which of the following correctly describes the graph of $f(x)$?
\begin{align*}
\text{I)}\ & f(x)\text{ has real roots.}&
\text{II)}\ & f(x) \text{ has imaginary roots.}  \\
\text{III)}\ & f(x) \text{ has two solutions.} &
\text{IV)}\ & f(x) \text{ has one solution.}\\
\end{align*}   
\begin{align*}
\text{A)}\ & \text{I and III only} &
\text{B)}\ & \text{I and IV only}\\
\text{C)}\ & \text{II and III only} &
\text{D)}\ & \text{IV only}\\
\end{align*}"
B,"This function is a parabola and there is a shift of 1 to the left, this makes the axis of symmetry at $x = -1$.",Alg2-7,"What is the axis of symmetry of the function $y=-3(x+1)^2+4$?
\begin{align*}
\text{A)}\ & x=-3 &
\text{B)}\ & x=-1 \\
\text{C)}\ & x=1  &
\text{D)}\ & x=4\\
\end{align*}"
B,Factoring 3 out of the function results in $f(x) = 3(4x^2+12x+9)$. This is a perfect square of $2x+3$.,Alg2-8,"Which equation shows the function $f(x)=12x^2+36x+27$ in intercept form?
\begin{align*}
\text{A)}\ & f(x)=3(2x-3)^2 &
\text{B)}\ & f(x)=3(2x+3)^2 \\
\text{C)}\ & f(x)=(6x-9)(2x-3)  &
\text{D)}\ & f(x)=3(2x+3)(2x-3)\\
\end{align*}"
B,"Since the function is in the form $S^2-s^2$, we can simplify to $(S+s)(S-s)$.",Alg2-9,"Which of the following represents the function in intercept form $y=64x^2-49$?
\begin{align*}
\text{A)}\ & y=(64x+1)(x-49) &
\text{B)}\ & y=(8x+7)(8x-7) \\
\text{C)}\ & y=(8x+7)(8x+7)  &
\text{D)}\ & y=(8x-7)(8x-7)\\
\end{align*}"
A,"$x^2+24x+144=0$, then $(x+12)^2 =0$.",Alg2-11,"Use factoring to find the solutions to the equation $x^2+24x=-144$.
\begin{align*}
\text{A)}\ & -12 &
\text{B)}\ & 12 \\
\text{C)}\ & -12 \ and \ 12  &
\text{D)}\ & 9 \ and \ 16\\
\end{align*}"
B,Rearrange equation to $x^2-16=0$. solving results in $x=\pm 4$.,Alg2-12,"Solve the equation $-x^2-11=-2x^2+5$ for the variable $x$.
\begin{align*}
\text{A)}\ & \pm2 &
\text{B)}\ & \pm4 \\
\text{C)}\ & \pm\sqrt{2}  &
\text{D)}\ & \pm\sqrt{6}\\
\end{align*}"
D,"For \( x^2 + 20x + c \) to be a complete square, \( c \) must be \( \left(\frac{20}{2}\right)^2 = 100 \).",AI-Algebra5,"What must be added to the equation \( x^2 + 20x = 0 \) to complete the square?

\noindent Options:\\
A) 10\\
B) 25\\
C) 40\\
D) 100"
D,"first plug 1 in as $x$ for the $g$ equation, $g(1) = 3$. Then plug 3 in for $x$ in the $f$ function, $f(3) = 13$.",Alg2-14,"If $f(x)=x^2+4$ and $g(x)=\sqrt{10-x}$, what is the value of $f(g(1))$?
\begin{align*}
\text{A)}\ & 1 &
\text{B)}\ & 0 \\
\text{C)}\ & \sqrt{5}  &
\text{D)}\ & 13\\
\end{align*}"
B,"By setting each part in parenthesis to zero and solving, we can find the three solutions.",Alg2-15,"Find all the solutions to the function: $0=(-4x+9)(x-1)(3x-5)$
\begin{align*}
\text{A)}\ & x=-\frac{7}{4}, x=1, x=\frac{7}{3} &
\text{B)}\ & x=\frac{9}{4}, x=1, x=\frac{5}{3} \\
\text{C)}\ & x=9, x=-1, x = -\frac{5}{3}  &
\text{D)}\ & x=\frac{9}{8}, x =\frac{1}{2}, x=\frac{5}{6}\\
\end{align*}"
B,Plug into the quadratic formula.,Alg2-16,"What are the solutions to the equation $0.5x^2-0.45x-0.3=0$?
\begin{align*}
\text{A)}\ & x=-1.35 \ and \ x=0.45 &
\text{B)}\ & x=1.35 \ and \ x=-0.45 \\
\text{C)}\ & x=-1.35 \ and \ x=-0.45  &
\text{D)}\ & x=1.35 \ and \ x=0.45\\
\end{align*}"
C,"\begin{align*}
    \frac{5x^4+2x^2-3x+1}{x-2} & = 5x^3+\frac{10x^3+2x^2-3x+1}{x-2}\\
    & =  5x^3+10x^2+\frac{22x^2-3x+1}{x-2}\\
    & =  5x^3+10x^2+22x+\frac{41x+1}{x-2}\\
    & =  5x^3+10x^2+22x+41+\frac{83}{x-2}
\end{align*}",Alg2-17,"Find the remainder when $f(x)=5x^4+2x^2-3x+1$ is divided by $x-2$.
\begin{align*}
\text{A)}\ & 95 &
\text{B)}\ & 43 \\
\text{C)}\ & 83  &
\text{D)}\ & -25\\
\end{align*}"
A,Plug in 150 for $s$ and 62 for $v$.,Alg2-18,"The path of an object falling to Earth is represented by the equation  $h(t)=-16t^2+vt+s$. What is the equation of an object that is shot up into the air from 150 feet above the ground and has an initial velocity of 62 feet per second?  
\begin{align*}
\text{A)}\ & h(t)=-16t^2+62t+150 &
\text{B)}\ & h(t)=-16t^2+150t+62 \\
\text{C)}\ & h(t)=-16t^2+62t  &
\text{D)}\ & h(t)=-16t^2+150t\\
\end{align*}"
A,Only the points of intersection satisfy the equation.,Alg2-19,"The graph above shows a portion of a system of equations where  $f(x)$ has $a>0$ and $g(x)$ has $a<0$. Which of the following satisfies the equation $f(x)=g(x)$?   
\begin{align*}
\text{A)}\ & \{(0,-1);(-3,2)\} &
\text{B)}\ & \{(-1,2);(-2,3)\} \\
\text{C)}\ & \{(1,2);(2,7)\}  &
\text{D)}\ & \{(-3.7,0);(0.4,0)\}\\
\end{align*}"
B,The conjugate is changing the sign in the denominator.,Alg2-20,"Which of the following is the conjugate of the expression $\frac{2}{3-\sqrt{2}}$?   
\begin{align*}
\text{A)}\ & 3-\sqrt{2} &
\text{B)}\ & 3+\sqrt{2}  \\
\text{C)}\ & \sqrt{2}  &
\text{D)}\ & -\sqrt{2}\\
\end{align*}"
D,$\frac{2(x-5)+3(x+5)}{x^{2}-25}=\frac{7 x-9}{x^{2}-25} .5 x+5=7 x-9 . x=7$,Alg2-21,"Solve the equation $\frac{2}{x+5}+\frac{3}{x-5}=\frac{7 x-9}{x^{2}-25}$ for the variable $x$.
\begin{align*}
\text{A)}\ & x=5 & 
\text{B)}\ & x=\frac{9}{2} \\
\text{C)}\ & x=2 &
\text{D)}\ & x=7\\
\end{align*}"
"B, F",Functions with the desired end behavior must either be positive even functions or positive odd functions.,Alg2-22,"Choose all the following that have an end behavior as $x \rightarrow \infty, f(x) \rightarrow \infty$. NOTE: You may choose more than one.
\begin{align*}
\text{A)}\ & f(x)=-x^{4}+3 x^{2}-x-7 &
\text{B)}\ & f(x)=x^{3}+5 x+1  \\
\text{C)}\ & f(x)=-3 x^{5}+2 x^{3}+9 x-4 &
\text{D)}\ & f(x)=-2(x-7)^{2}+4\\
\text{E)}\ & f(x)=-3 x+2 &
\text{F)}\ & f(x)=(x-8)^{2}+2\\
\end{align*}"
C,"We know 4 is true based on the fact that this is a positive odd polynomial. Using Descartes' rule of signs we see that we can have maximum 1 positive real root and 4,2, or 0 negative real roots. By doing some factoring we find that we have a double root.",AI-Algebra6,"Which of the following is true about the function \( f(x) = x^5 + 3x^4 + 9x^3 - 23x^2 - 36 \)?

\begin{enumerate}
\item[I)] \( f(x) \) has five real roots.
\item[II)] \( f(x) \) has three imaginary roots.
\item[III)] \( f(x) \) has a double root.
\item[IV)] As \( x \to \infty, f(x) \to \infty \)
\end{enumerate}

\noindent Options:\\
A) I, II, IV\\
B) II and III\\
C) III and IV\\
D) II and IV"
A,Cancel out like terms with exponent rules.,Alg2-24,"Simplify the expression: $\frac{3 x^{2}}{2 x^{-1}} \cdot \frac{y^{2}}{6 x^{2} y}$
\begin{align*}
\text{A)}\ & \frac{x y}{4}  &
\text{B)}\ & \frac{4 x}{y} \\
\text{C)}\ & \frac{y}{4 x} &
\text{D)}\ & \frac{4}{x y}\\
\end{align*}"
D,"$(3 x+2)^{3 / 2}=27,3 x+2=9,3 x=7, x=7 / 3$",Alg2-25,"Solve the equation $-2(3 x+2)^{\frac{3}{2}}=-54$ for the variable $x$.
\begin{align*}
\text{A)}\ & x=9 &
\text{B)}\ & x=\frac{5}{6} \\
\text{C)}\ & x=\frac{23}{6} &
\text{D)}\ & x=\frac{7}{3} \\
\end{align*}"
D,"Hole at $\mathrm{x}=-3$ because that value creates a division by zero. By dividing both sides by $x+3$ we are left with $x-2$, so plugging -3 results in a $y$ value of -5.",Alg2-26,"Where is the hole in the graph of the function $f(x)=\frac{x^{2}+x-6}{x+3}$?
\begin{align*}
\text{A)}\ & (3,1) &
\text{B)}\ & (-3,0) \\
\text{C)}\ & (-3,-6) &
\text{D)}\ & (-3,-5)\\
\end{align*}"
D,Because the exponent in the numerator is larger than the one in the denominator there is no asymptote.,Alg2-27,"What is the horizontal asymptote of the function $f(x)=\frac{2 x^{3}+2}{x^{2}-16}$?
\begin{align*}
\text{A)}\ & y=4 \ and \ y=4 &
\text{B)}\ &  y=2\\
\text{C)}\ & y=0 &
\text{D)}\ & \text{ no horizontal asymptotes} \\
\end{align*}"
B,"$\frac{(x+3)(x-3)}{(x-6)(x+3)}$, $x$ cannot be -3 due to a hole and 6 due to an asymptote.",Alg2-28,"Determine any domain restriction(s) given the expression $\frac{x^{2}-9}{x^{2}-3 x-18}$.
\begin{align*}
\text{A)}\ & x=3\ and \ x=-3 &
\text{B)}\ & x=6 \ and \ x=-3 \\
\text{C)}\ & x=6 &
\text{D)}\ & x=\frac{1}{2}\\
\end{align*}"
A,$\frac{(n+6)(n-4)}{(n-7)(n-4)}=\frac{n+6}{n-7}$,Alg2-29,"Simplify the rational expression $\frac{n^2+2n-24}{n^2-11n+28}$
\begin{align*}
\text{A)}\ & \frac{n+6}{n-7} &
\text{B)}\ &  \frac{n+6}{n-4}\\
\text{C)}\ & \frac{n+6}{n+7} &
\text{D)}\ & \frac{n-4}{n-7}\\
\end{align*}"
C,the numerator can first be simplified into \(\frac{1}{x-8}\). This allows the whole fraction to be simplified into \(\frac{x+8}{4}\).,AI-Algebra8,"Simplify the rational expression.
\[
\frac{\frac{x+8}{x^2-64}}{(x+8)(x-8)}
\]

\noindent Options:\\
A) \( x + 2 \)\\
B) \(\frac{4(x + 8)}{(x^2 - 64)^2}\)\\
C) \( \frac{x + 8}{4} \)\\
D) \( \frac{1}{4} \)"
A,\(5\sqrt{2} - 6\sqrt{2} + 6\sqrt{2} = 5\sqrt{2}\),AI-Algebra7,"Simplify the expression: \(5\sqrt{2} - 3\sqrt{8} + 2\sqrt{18}\).

\noindent Options:\\
A) \(5\sqrt{2}\)\\
B) \(-\sqrt{2} + 6\sqrt{3}\)\\
C) \(5\sqrt{2} - 12\sqrt{2} + 6\sqrt{2}\)\\
D) \(-\sqrt{2}\)"
B,"$\sqrt[3]{32}=2 \sqrt[3]{4}, 3 \times 2 \sqrt[3]{4}=6 \sqrt[3]{4}$",Alg2-32,"Which expression is the simplest form of $4 \sqrt[3]{32}-\sqrt[3]{32}$ ?
\begin{align*}
\text{A)}\ & 3 \sqrt[3]{4} &
\text{B)}\ &  6 \sqrt[3]{4}\\
\text{C)}\ & 3 \sqrt[3]{32} &
\text{D)}\ & 16 \sqrt[3]{2}-4\\
\end{align*}"
C,Take out all square factors.,Alg2-33,"What is the simplified form of the expression $\sqrt{98 x^{3} y^{5} z}$ ?
\begin{align*}
\text{A)}\ & 2 x y z \sqrt{7 x y z} &
\text{B)}\ &  7 x^{2} y^{2} \sqrt{2 y z}
\\
\text{C)}\ & 7 x y^{2} \sqrt{2 x y z}  &
\text{D)}\ &49 x y^{2} \sqrt{2 x y z} \\
\end{align*}"
"a. 3, b. 4","a. $4^{x}=1 / 64, x=3$, \
b. $5^{x}=625, x=4$",Alg2-37,"Evaluate each of the following expressions.
a) $\log _{4} \frac{1}{64}=?$
b) $\log _{5} 625=?$"
9681.72,Using the compound interest formula we have $2658\times (1.09)^{15} = 9681.72$,Alg2-41,"Jasmine invests $\$ 2,658$ in a retirement account with a fixed annual interest rate of $9 \%$ compounded continuously. What will the account balance be after 15 years?"
13.45 years,"Using the compound interest formula we have $8589 \times(1.07)^{x}=21337.85, x=13.45$",Alg2-42,"Remy invests $\$ 8,589$ in a retirement account with a fixed annual interest rate of $7 \%$ compounded continuously. How long will it take for the account balance to reach $\$ 21,337.85$ ?"
-4,"Square both sides then rearrange to $2x=-8, x=-4$.",Alg2-44,Solve $\sqrt{x^{2}+2 x-6}=\sqrt{x^{2}-14}$
C,This is a special $30-60-90$ triangle where $\mathrm{AB}$ is the longer leg and $\mathrm{BC}$ is the shorter leg. To go from the longer leg to the shorter one we should multiply by $\frac{\sqrt{3}}{3}$,PreCal-7,"In $\triangle \mathrm{ABC}, \mathrm{AB}=10 \mathrm{~cm}, \angle \mathrm{B}=90^{\circ}$, and $\angle \mathrm{C}=60^{\circ}$. Determine the length of $\mathrm{BC}$.
\begin{align*}
\text{A)}\ & 10 \mathrm{~cm} &
\text{B)}\ &  10 \sqrt{3} \mathrm{~cm}\\
\text{C)}\ &  \frac{10 \sqrt{3}}{3} \mathrm{~cm} &
\text{D)}\ & 20 \mathrm{~cm}\\
\end{align*}"
D,"To find the longer leg of a 30-60-90 triangle from the shorter leg, we must multiply by $\sqrt{3}$. This means our longer leg has a length of 15",PreCal-9,"If the length of the shorter leg of a $30^{\circ}-60^{\circ}-90^{\circ}$ triangle is $5 \sqrt{3}$, then the length of the longer leg is
\begin{align*}
\text{A)}\ & 10 &
\text{B)}\ & 10 \sqrt{3} \\
\text{C)}\ & 10 \sqrt{6}  &
\text{D)}\ & 15\\
\end{align*}"
B,"We can eliminate A because there are not two equal sides. Now compare $6^{2}+7^{2}$ and $9^{2}$. Since $6^{2}+7^{2}$ is larger, this is an acute triangle.",PreCal-10,"If the sides of a triangle are 6,7 , and 9 ; then the triangle is
\begin{align*}
\text{A)}\ & \text{a} \ 45^{\circ}-45^{\circ}-90^{\circ} \ \text{triangle} &
\text{B)}\ &  \text{an acute triangle}\\
\text{C)}\ &  \text{an obtuse triangle} &
\text{D)}\ & \text{a right triangle}\\
\end{align*}"
B,Cosine compares adjacent and hypotenuse.,Geo12,"The \_\_\_\_\_ ratio compares the length of the adjacent leg to the length of the hypotenuse 
\begin{align*}
\text{A)}\ & sine &
\text{B)}\ & cosine  \\
\text{C)}\ & tangent  &
\text{D)}\ & \text{none of the above}\\
\end{align*}"
D,D is a 3-4-5 triangle which is a known right triangle. This problem can also be done by using the pythagorean theorem.,Geo13,"Which of the following forms a right triangle?
\begin{align*}
\text{A)}\ & \sqrt{4},\sqrt{9},\sqrt{25} &
\text{B)}\ & 1,2,3  \\
\text{C)}\ & 5,11,13  &
\text{D)}\ & 3,4,5\\
\end{align*}"
B,A square has 4 equal sides so each side must be 7 cm. The length of the diagonal is found by a 45-45-90 triangle so the diagonal is $7\sqrt{2}$ cm.,Geo14,"Find the length of the diagonal of a square whose perimeter measures 28 cm.
\begin{align*}
\text{A)}\ & 7 \ cm &
\text{B)}\ & 7\sqrt{2} \ cm  \\
\text{C)}\ & 7\sqrt{3} \ cm  &
\text{D)}\ & 28\sqrt{2}\  cm\\
\end{align*}"
A,B and C don't change the shape of the object and D results in a nonsimilar object. Dilation keeps similarity while changing size.,Geo16,"Which of the following transformations creates a figure that is similar (but not congruent) to the original figure?
\begin{align*}
\text{A)}\ & Dilation &
\text{B)}\ & Rotation  \\
\text{C)}\ & Translation &
\text{D)}\ & Reflection\\
\end{align*}"
A,A dilation of 3 means we should multiply each coordinate by 3.,Geo17,"What is the image of the point (4, –2) after a dilation of 3?
\begin{align*}
\text{A)}\ & (12,-6) &
\text{B)}\ & (7,1)  \\
\text{C)}\ & (1,-5) &
\text{D)}\ & (\frac{4}{3},-\frac{2}{3})\\
\end{align*}"
C,"The center is $(h, k)$ with circle equation of $(x-h)^2+(y-k)^2=r^2$",Geo20,"What is the center of the circle whose equation is $(x-1)^2+(y+3)^2=25$?
\begin{align*}
\text{A)}\ & (-1,3) &
\text{B)}\ & (3,-1)  \\
\text{C)}\ & (1,-3) &
\text{D)}\ & (-3,1)\\
\end{align*}"
A,Rectangles and Rhombus both have congruent opposite sides and a Trapezoid does not have two pairs of congruent adjacent sides. The Kite is the only thing that fits the description.,Geo21,"A \_\_\_\_\_ is a quadrilateral with two pairs of congruent adjacent sides and no congruent opposite sides.
\begin{align*}
\text{A)}\ & Rectangle &
\text{B)}\ & Rhombus  \\
\text{C)}\ & Kite &
\text{D)}\ & Trapezoid\\
\end{align*}"
C,A convex polygon has interior angles summing to $180(n-2)$ where $n$ is the number of sides. Solving for $n$ results in 15 sides.,Geo23,"Find the number of sides of a convex polygon if the measures of its interior angles have a sum of $2340^{\circ}$.

\begin{align*}
\text{A)}\ & 13 &
\text{B)}\ & 11  \\
\text{C)}\ & 15 &
\text{D)}\ & 7\\
\end{align*}"
D,"If the slant of the pyramid is 15 and the sides are 10, each side triangle has an area of 75 and the base has an area of 100. This comes to a sum of 400.",Geo39,"The base of a square pyramid has sides of 10 and the slant height is 15.  Find the surface area of the pyramid.

\begin{align*}
\text{A)}\ & 85 &
\text{B)}\ & 220  \\
\text{C)}\ & 310 &
\text{D)}\ & 400\\
\end{align*}"
B,"The area of a cone is $\frac{1}{3}bh$, since radius is 12 the base is $144\pi$.",Geo40,"Find the volume of a cone, to the nearest cubic inch, whose radius is 12 inches and whose height is 15 inches.
\begin{align*}
\text{A)}\ & 2827 &
\text{B)}\ & 2262  \\
\text{C)}\ & 565 &
\text{D)}\ & 188\\
\end{align*}"
C,The formula for the volume of a sphere is $\frac{4}{3}\pi r^3$.,Geo41,"Find the volume of a hemisphere (half a sphere) whose radius is 10 feet.  Round the answer to the nearest cubic foot.
\begin{align*}
\text{A)}\ & 419 &
\text{B)}\ & 1047  \\
\text{C)}\ & 2094 &
\text{D)}\ & 4189\\
\end{align*}"
B,"Since the larger sphere has a volume of 135, applying the ratio we can calculate the volume of a smaller solid by dividing by 27 and multiplying by 8.",Geo43,"The ratio of the volumes of two similar spheres is 8 : 27.  If the larger sphere’s volume is $135 \ cm^3$, what is the volume of the smaller solid?
\begin{align*}
\text{A)}\ & 90\ {cm}^3 &
\text{B)}\ & 40\ {cm}^3  \\
\text{C)}\ & 80\ cm^3 &
\text{D)}\ & 50\ cm^3\\
\end{align*}"
C,We can determine the radius of each circle by dividing by pi then square-rooting the result. The smaller circle has radius of 7 and the larger one has radius of 12.,Geo44,"Two circles have areas of $49\pi \ in.^2$ and $144\pi\  in.^2$. What is the ratio of their radii? 
\begin{align*}
\text{A)}\ & 49:144 &
\text{B)}\ & 49\pi:144\pi  \\
\text{C)}\ & 7:12 &
\text{D)}\ & 343:1728\\
\end{align*}"
